invoice_id,invoice_number,date,customer_name,customer_cuit,customer_type,iva_responsable,items,subtotal,iva_21,iva_10_5,iva_27,total_iva,total_amount,payment_method,payment_details,bank_name,status,created_at
1aaa05b7-a387-4572-acce-963ca8205cd4,0001-00001010,2024-07-10,Cliente Luis Rodríguez,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""Consola Nintendo Switch OLED"", ""cantidad"": 1, ""precio_unitario"": 91575.14, ""subtotal"": 91575.14, ""iva"": 21, ""iva_monto"": 19230.78}]",91575.14,19230.78,0,0,19230.78,110805.92,Cheque,Cheque Nro. 00012345,HSBC,Pagado,2026-08-23 01:31:22
75b4ee8c-f646-4187-ac74-389251ecfcc4,0002-00001011,2024-06-22,Comercio San Martín S.A.,27-63551839-5,Monotributista,Monotributista,"[{""descripcion"": ""Monitor Curvo 27\"""", ""cantidad"": 1, ""precio_unitario"": 56541.58, ""subtotal"": 56541.58, ""iva"": 21, ""iva_monto"": 11873.73}]",56541.58,11873.73,0,0,11873.73,68415.31,Tarjeta de Crédito American Express,Amex ending in 3456,American Express,Pagado,2026-08-23 01:31:22
fcfad68e-d7cc-4801-b092-f8200e92fc18,0001-00001012,2024-06-30,Empresa El Progreso ,27-19510312-8,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""iPhone 15 Pro"", ""cantidad"": 2, ""precio_unitario"": 227943.69, ""subtotal"": 455887.38, ""iva"": 21, ""iva_monto"": 95736.35}]",455887.38,95736.35,0,0,95736.35,551623.73,Tarjeta de Crédito Visa,Visa ending in 1234,Banco Galicia,Pagado,2026-08-23 01:31:22
c262a477-7008-4164-b080-ffae6a681ed9,0001-00001013,2024-08-13,Comercio San Martín ,30-57553014-6,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Router WiFi 6 TP-Link"", ""cantidad"": 1, ""precio_unitario"": 14721.18, ""subtotal"": 14721.18, ""iva"": 21, ""iva_monto"": 3091.45}]",14721.18,3091.45,0,0,3091.45,17812.63,Tarjeta de Crédito Visa,Visa ending in 1234,Banco Galicia,Pagado,2026-08-23 01:31:22
174934ee-c261-4b17-a3eb-bfefdc4e6fba,0004-00001014,2024-07-22,Comercio San Martín S.A.,23-66623995-2,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Smartwatch Apple Watch Series 9"", ""cantidad"": 1, ""precio_unitario"": 112598.16, ""subtotal"": 112598.16, ""iva"": 21, ""iva_monto"": 23645.61}]",112598.16,23645.61,0,0,23645.61,136243.77,Tarjeta de Crédito American Express,Amex ending in 3456,American Express,Pagado,2026-08-23 01:31:22
af46fc40-1efb-46c7-a6a5-015af985884a,0002-00001015,2024-08-10,Cliente Ana Martínez,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""Disco SSD 1TB NVMe"", ""cantidad"": 2, ""precio_unitario"": 27344.98, ""subtotal"": 54689.96, ""iva"": 21, ""iva_monto"": 11484.89}]",54689.96,11484.89,0,0,11484.89,66174.85,Tarjeta de Débito,Debito ending in 9012,Santander Río,Pagado,2026-08-23 01:31:22
9d58399b-eda9-4203-a255-4d9ab206ca9a,0004-00001016,2024-06-01,Empresa Del Sol ,23-35487660-4,Monotributista,Monotributista,"[{""descripcion"": ""Router WiFi 6 TP-Link"", ""cantidad"": 2, ""precio_unitario"": 14355.75, ""subtotal"": 28711.5, ""iva"": 21, ""iva_monto"": 6029.41}]",28711.5,6029.41,0,0,6029.41,34740.91,Tarjeta de Crédito American Express,Amex ending in 3456,American Express,Pagado,2026-08-23 01:31:22
ff044173-e953-408d-a6d0-eca475996770,0001-00001017,2024-08-14,Empresa La Aurora S.R.L.,23-19196777-9,Monotributista,Monotributista,"[{""descripcion"": ""Smartwatch Apple Watch Series 9"", ""cantidad"": 1, ""precio_unitario"": 109365.11, ""subtotal"": 109365.11, ""iva"": 21, ""iva_monto"": 22966.67}]",109365.11,22966.67,0,0,22966.67,132331.78,Tarjeta de Crédito American Express,Amex ending in 3456,American Express,Pagado,2026-08-23 01:31:22
ab432d0f-c1cd-4a74-b234-48ee818fe9f5,0002-00001018,2024-08-19,Cliente Laura López,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""Monitor Curvo 27\"""", ""cantidad"": 1, ""precio_unitario"": 57796.44, ""subtotal"": 57796.44, ""iva"": 21, ""iva_monto"": 12137.25}]",57796.44,12137.25,0,0,12137.25,69933.69,Transferencia Bancaria,CBU: 0110001122000001234567,Itaú,Pagado,2026-08-23 01:31:22
241a9e23-eeb3-48f1-bc1c-40673f034505,0005-00001019,2024-08-22,Empresa El Progreso S.A.,20-19832887-8,Monotributista,Monotributista,"[{""descripcion"": ""Consola Nintendo Switch OLED"", ""cantidad"": 2, ""precio_unitario"": 91450.86, ""subtotal"": 182901.72, ""iva"": 21, ""iva_monto"": 38409.36}]",182901.72,38409.36,0,0,38409.36,221311.08,Cheque,Cheque Nro. 00012345,HSBC,Pagado,2026-08-23 01:31:22
3c2ac670-e079-4cf5-aa83-c7a5315d1572,0001-00001020,2024-07-18,Empresa El Progreso S.A.,27-99038526-1,Monotributista,Monotributista,"[{""descripcion"": ""Smartwatch Apple Watch Series 9"", ""cantidad"": 1, ""precio_unitario"": 115260.41, ""subtotal"": 115260.41, ""iva"": 21, ""iva_monto"": 24204.69}]",115260.41,24204.69,0,0,24204.69,139465.1,Tarjeta de Crédito American Express,Amex ending in 3456,American Express,Pagado,2026-08-23 01:31:22
80e145b2-9b30-4f15-8ab8-0bc34978b39c,0001-00001021,2024-08-17,Cliente Laura Martínez,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""Laptop Dell Inspiron 15"", ""cantidad"": 1, ""precio_unitario"": 142919.52, ""subtotal"": 142919.52, ""iva"": 21, ""iva_monto"": 30013.1}, {""descripcion"": ""Impresora HP LaserJet Pro"", ""cantidad"": 1, ""precio_unitario"": 48648.03, ""subtotal"": 48648.03, ""iva"": 21, ""iva_monto"": 10216.09}]",191567.55,40229.19,0,0,40229.19,231796.74,Efectivo,Pago en efectivo en caja,Efectivo,Pagado,2026-08-23 01:31:22
3c729bcc-f957-4682-aaa4-f351bd64f508,0005-00001022,2024-06-06,Cliente Laura Martínez,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""Smart TV LED 55\"" 4K"", ""cantidad"": 1, ""precio_unitario"": 114286.93, ""subtotal"": 114286.93, ""iva"": 21, ""iva_monto"": 24000.25}]",114286.93,24000.25,0,0,24000.25,138287.18,Cheque,Cheque Nro. 00012345,HSBC,Pagado,2026-08-23 01:31:22
c21243da-2bb5-4ab5-8515-0b7811c3002e,0002-00001023,2024-08-28,Cliente Juan López,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""Smartwatch Apple Watch Series 9"", ""cantidad"": 1, ""precio_unitario"": 121260.6, ""subtotal"": 121260.6, ""iva"": 21, ""iva_monto"": 25464.73}]",121260.6,25464.73,0,0,25464.73,146725.33,Mercado Pago,MP Transaction ID: MP123456789,Mercado Pago,Pagado,2026-08-23 01:31:22
57a3e0e5-f82e-4084-93db-9c6062d01ed2,0005-00001024,2024-06-27,Empresa San Martín S.A.,23-41774346-2,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""iPhone 15 Pro"", ""cantidad"": 1, ""precio_unitario"": 252994.18, ""subtotal"": 252994.18, ""iva"": 21, ""iva_monto"": 53128.78}]",252994.18,53128.78,0,0,53128.78,306122.96,Mercado Pago,MP Transaction ID: MP123456789,Mercado Pago,Pagado,2026-08-23 01:31:22
ab0fbc65-00a8-4362-b488-ca8088715204,0002-00001025,2024-07-23,Comercio La Aurora S.A.,23-71780854-5,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Router WiFi 6 TP-Link"", ""cantidad"": 1, ""precio_unitario"": 15862.12, ""subtotal"": 15862.12, ""iva"": 21, ""iva_monto"": 3331.05}, {""descripcion"": ""Laptop Dell Inspiron 15"", ""cantidad"": 1, ""precio_unitario"": 161165.0, ""subtotal"": 161165.0, ""iva"": 21, ""iva_monto"": 33844.65}]",177027.13,37175.7,0,0,37175.7,214202.83,Cheque,Cheque Nro. 00012345,HSBC,Pendiente,2026-08-23 01:31:22
e3d08295-81b6-494c-a4fb-fec60222ebe3,0004-00001026,2024-07-22,Comercio La Aurora ,27-13704481-1,Monotributista,Monotributista,"[{""descripcion"": ""iPhone 15 Pro"", ""cantidad"": 3, ""precio_unitario"": 238956.25, ""subtotal"": 716868.75, ""iva"": 21, ""iva_monto"": 150542.44}]",716868.75,150542.44,0,0,150542.44,867411.19,Tarjeta de Crédito American Express,Amex ending in 3456,American Express,Pagado,2026-08-23 01:31:22
2ff0bb48-fd64-4915-9e39-b1b1702aa991,0004-00001027,2024-07-15,Tienda La Aurora S.R.L.,20-79782527-8,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Tablet Apple iPad Air"", ""cantidad"": 3, ""precio_unitario"": 120006.79, ""subtotal"": 360020.37, ""iva"": 21, ""iva_monto"": 75604.28}, {""descripcion"": ""Monitor Curvo 27\"""", ""cantidad"": 2, ""precio_unitario"": 56280.95, ""subtotal"": 112561.89, ""iva"": 21, ""iva_monto"": 23638.0}]",472582.26,99242.28,0,0,99242.28,571824.54,Efectivo,Pago en efectivo en caja,Efectivo,Pagado,2026-08-23 01:31:22
7f467244-d240-4461-98de-407c639e7884,0004-00001028,2024-08-25,Empresa San Martín ,27-84411983-2,Monotributista,Monotributista,"[{""descripcion"": ""Impresora HP LaserJet Pro"", ""cantidad"": 1, ""precio_unitario"": 48600.42, ""subtotal"": 48600.42, ""iva"": 21, ""iva_monto"": 10206.09}, {""descripcion"": ""Smartwatch Apple Watch Series 9"", ""cantidad"": 1, ""precio_unitario"": 124005.43, ""subtotal"": 124005.43, ""iva"": 21, ""iva_monto"": 26041.14}]",172605.85,36247.23,0,0,36247.23,208853.08,Transferencia Bancaria,CBU: 0720001230000034567890,Banco Nación,Pagado,2026-08-23 01:31:22
e1e48209-5280-4799-b474-cf56e86a7b89,0002-00001029,2024-06-23,Tienda El Progreso S.R.L.,30-87844239-9,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Tablet Apple iPad Air"", ""cantidad"": 1, ""precio_unitario"": 117010.55, ""subtotal"": 117010.55, ""iva"": 21, ""iva_monto"": 24572.22}]",117010.55,24572.22,0,0,24572.22,141582.77,Transferencia Bancaria,CBU: 0110001122000001234567,Itaú,Pagado,2026-08-23 01:31:22
46b8452e-2e15-49cd-811e-0a62e078f710,0003-00001030,2024-07-31,Empresa La Aurora S.A.,20-41523529-4,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""iPhone 15 Pro"", ""cantidad"": 1, ""precio_unitario"": 258192.69, ""subtotal"": 258192.69, ""iva"": 21, ""iva_monto"": 54220.47}]",258192.69,54220.47,0,0,54220.47,312413.16,Transferencia Bancaria,CBU: 0640001230000012345678,Banco Ciudad,Pendiente,2026-08-23 01:31:22
9dde4208-0adf-487f-a4db-70f5738b5079,0004-00001031,2024-07-31,Empresa San Martín S.A.,23-29806690-0,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""iPhone 15 Pro"", ""cantidad"": 1, ""precio_unitario"": 256488.27, ""subtotal"": 256488.27, ""iva"": 21, ""iva_monto"": 53862.54}, {""descripcion"": ""Cámara Canon EOS R50"", ""cantidad"": 1, ""precio_unitario"": 93534.38, ""subtotal"": 93534.38, ""iva"": 21, ""iva_monto"": 19642.22}]",350022.65,73504.76,0,0,73504.76,423527.41,Cheque,Cheque Nro. 00012345,HSBC,Pagado,2026-08-23 01:31:22
feebac17-bfc2-4ccd-93e8-5cad4f09470e,0005-00001032,2024-06-07,Tienda San Martín ,27-69401199-9,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Smartwatch Apple Watch Series 9"", ""cantidad"": 1, ""precio_unitario"": 111200.14, ""subtotal"": 111200.14, ""iva"": 21, ""iva_monto"": 23352.03}]",111200.14,23352.03,0,0,23352.03,134552.17,Cheque,Cheque Nro. 00012345,HSBC,Pagado,2026-08-23 01:31:22
8ac11e5d-dc98-4d8b-a6ee-a8ef95ef7daf,0004-00001033,2024-07-31,Empresa El Progreso S.A.,23-46855845-7,Monotributista,Monotributista,"[{""descripcion"": ""Laptop Dell Inspiron 15"", ""cantidad"": 2, ""precio_unitario"": 143319.34, ""subtotal"": 286638.68, ""iva"": 21, ""iva_monto"": 60194.12}]",286638.68,60194.12,0,0,60194.12,346832.8,Tarjeta de Crédito American Express,Amex ending in 3456,American Express,Pagado,2026-08-23 01:31:22
6b5dc726-ee12-4ac6-88e8-094456107750,0003-00001034,2024-06-20,Cliente Luis Martínez,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""Smart TV LED 55\"" 4K"", ""cantidad"": 2, ""precio_unitario"": 109541.49, ""subtotal"": 219082.98, ""iva"": 21, ""iva_monto"": 46007.43}]",219082.98,46007.43,0,0,46007.43,265090.41,Mercado Pago,MP Transaction ID: MP123456789,Mercado Pago,Pagado,2026-08-23 01:31:22
7e2ee3e2-931c-4d94-a579-0d11fd70904c,0005-00001035,2024-07-20,Comercio San Martín S.R.L.,23-75529051-3,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Smartphone Samsung Galaxy S23"", ""cantidad"": 1, ""precio_unitario"": 179171.27, ""subtotal"": 179171.27, ""iva"": 21, ""iva_monto"": 37625.97}, {""descripcion"": ""Smartwatch Apple Watch Series 9"", ""cantidad"": 3, ""precio_unitario"": 115166.7, ""subtotal"": 345500.11, ""iva"": 21, ""iva_monto"": 72555.02}, {""descripcion"": ""Router WiFi 6 TP-Link"", ""cantidad"": 1, ""precio_unitario"": 16174.92, ""subtotal"": 16174.92, ""iva"": 21, ""iva_monto"": 3396.73}]",540846.31,113577.72,0,0,113577.72,654424.03,Mercado Pago,MP Transaction ID: MP123456789,Mercado Pago,Pendiente,2026-08-23 01:31:22
637ee581-1f45-4476-aaa9-18991d58637f,0005-00001036,2024-08-25,Empresa San Martín S.A.,20-21267237-6,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Parlante Bluetooth JBL Charge 5"", ""cantidad"": 2, ""precio_unitario"": 37936.79, ""subtotal"": 75873.58, ""iva"": 21, ""iva_monto"": 15933.45}, {""descripcion"": ""Smart TV LED 55\"" 4K"", ""cantidad"": 3, ""precio_unitario"": 120818.97, ""subtotal"": 362456.9, ""iva"": 21, ""iva_monto"": 76115.95}]",438330.48,92049.4,0,0,92049.4,530379.88,Mercado Pago,MP Transaction ID: MP123456789,Mercado Pago,Pagado,2026-08-23 01:31:22
0d04e29b-5a77-4ebc-8733-69ce35009dd2,0003-00001037,2024-07-29,Tienda Del Sol S.R.L.,20-73123515-0,Monotributista,Monotributista,"[{""descripcion"": ""Consola Nintendo Switch OLED"", ""cantidad"": 1, ""precio_unitario"": 105040.2, ""subtotal"": 105040.2, ""iva"": 21, ""iva_monto"": 22058.44}]",105040.2,22058.44,0,0,22058.44,127098.64,Mercado Pago,MP Transaction ID: MP123456789,Mercado Pago,Pagado,2026-08-23 01:31:22
69894368-00f6-4fb1-95a4-4c7b083efb13,0005-00001038,2024-08-23,Cliente María Martínez,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""Laptop Dell Inspiron 15"", ""cantidad"": 2, ""precio_unitario"": 153640.07, ""subtotal"": 307280.14, ""iva"": 21, ""iva_monto"": 64528.83}, {""descripcion"": ""Consola Nintendo Switch OLED"", ""cantidad"": 1, ""precio_unitario"": 99471.22, ""subtotal"": 99471.22, ""iva"": 21, ""iva_monto"": 20888.96}]",406751.36,85417.79,0,0,85417.79,492169.15,Tarjeta de Crédito Visa,Visa ending in 1234,Banco Galicia,Pagado,2026-08-23 01:31:22
c1cca2a7-5456-4e42-819e-bfdfa85ca140,0002-00001039,2024-06-15,Cliente Juan López,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""iPhone 15 Pro"", ""cantidad"": 3, ""precio_unitario"": 253789.84, ""subtotal"": 761369.51, ""iva"": 21, ""iva_monto"": 159887.6}, {""descripcion"": ""Monitor Curvo 27\"""", ""cantidad"": 3, ""precio_unitario"": 58503.68, ""subtotal"": 175511.05, ""iva"": 21, ""iva_monto"": 36857.32}, {""descripcion"": ""Smartphone Samsung Galaxy S23"", ""cantidad"": 3, ""precio_unitario"": 169139.87, ""subtotal"": 507419.62, ""iva"": 21, ""iva_monto"": 106558.12}]",1444300.18,303303.04,0,0,303303.04,1747603.22,Transferencia Bancaria,CBU: 0640001230000012345678,Banco Ciudad,Pagado,2026-08-23 01:31:22
70f84198-dfd6-4bb0-b357-574387899296,0001-00001040,2024-08-12,Cliente Ana Martínez,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""Tablet Apple iPad Air"", ""cantidad"": 1, ""precio_unitario"": 118792.88, ""subtotal"": 118792.88, ""iva"": 21, ""iva_monto"": 24946.5}]",118792.88,24946.5,0,0,24946.5,143739.38,Transferencia Bancaria,CBU: 0720001230000034567890,Banco Nación,Pagado,2026-08-23 01:31:22
61e98ccb-bd8e-4995-b7a7-f15d479e018f,0005-00001041,2024-07-29,Tienda El Progreso S.R.L.,30-72394301-6,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Smart TV LED 55\"" 4K"", ""cantidad"": 2, ""precio_unitario"": 131171.37, ""subtotal"": 262342.74, ""iva"": 21, ""iva_monto"": 55091.98}]",262342.74,55091.98,0,0,55091.98,317434.72,Transferencia Bancaria,CBU: 0110001122000001234567,Itaú,Pagado,2026-08-23 01:31:22
2e55d8c4-0249-4a9f-addd-131674884c90,0002-00001042,2024-07-28,Cliente Carlos López,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""Monitor Curvo 27\"""", ""cantidad"": 1, ""precio_unitario"": 58036.76, ""subtotal"": 58036.76, ""iva"": 21, ""iva_monto"": 12187.72}, {""descripcion"": ""Consola Nintendo Switch OLED"", ""cantidad"": 1, ""precio_unitario"": 96500.28, ""subtotal"": 96500.28, ""iva"": 21, ""iva_monto"": 20265.06}]",154537.04,32452.78,0,0,32452.78,186989.82,Cheque,Cheque Nro. 00012345,HSBC,Pagado,2026-08-23 01:31:22
b9496530-f338-485b-9abe-057a43c57682,0005-00001043,2024-07-06,Comercio Del Sol S.A.,23-73900135-7,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Laptop Dell Inspiron 15"", ""cantidad"": 1, ""precio_unitario"": 156602.24, ""subtotal"": 156602.24, ""iva"": 21, ""iva_monto"": 32886.47}]",156602.24,32886.47,0,0,32886.47,189488.71,Cheque,Cheque Nro. 00012345,HSBC,Pagado,2026-08-23 01:31:22
8747d0ca-8781-42c3-9dcd-c84304fe353e,0003-00001044,2024-07-10,Comercio El Progreso S.A.,27-70900658-4,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Cámara Canon EOS R50"", ""cantidad"": 1, ""precio_unitario"": 87187.63, ""subtotal"": 87187.63, ""iva"": 21, ""iva_monto"": 18309.4}]",87187.63,18309.4,0,0,18309.4,105497.03,Tarjeta de Crédito American Express,Amex ending in 3456,American Express,Pagado,2026-08-23 01:31:22
cf0df483-faf6-46c7-a7b5-5a2cd8fa25ca,0005-00001045,2024-08-28,Cliente Carlos García,0-00000000-0,Consumidor Final,Consumidor Final,"[{""descripcion"": ""Parlante Bluetooth JBL Charge 5"", ""cantidad"": 1, ""precio_unitario"": 36572.1, ""subtotal"": 36572.1, ""iva"": 21, ""iva_monto"": 7680.14}]",36572.1,7680.14,0,0,7680.14,44252.24,Tarjeta de Crédito American Express,Amex ending in 3456,American Express,Pagado,2026-08-23 01:31:22
5567e008-2e21-43ea-b087-169a7afeaa2b,0002-00001046,2024-06-02,Tienda El Progreso S.R.L.,30-23769080-0,Responsable Inscripto,Responsable Inscripto,"[{""descripcion"": ""Auriculares Sony WH-1000XM5"", ""cantidad"": 1, ""precio_unitario"": 72872.42, ""subtotal"": 72872.42, ""iva"": 21, ""iva_monto"": 15303.21}]",72872.42,15303.21,0,0,15303.21,88175.63,Transferencia Bancaria,CBU: 0110001122000001234567,Itaú,Pagado,2026-08-23 01:31:22
ebe2d496-88ff-4da3-b550-b3c75c4c1035,0001-00001047,2024-06-07,Comercio La Aurora ,23-25898299-8,Monotributista,Monotributista,"[{""descripcion"": ""Cámara Canon EOS R50"", ""cantidad"": 1, ""precio_unitario"": 82333.48, ""subtotal"": 82333.48, ""iva"": 21, ""iva_monto"": 17290.03}, {""descripcion"": ""iPhone 15 Pro"", ""cantidad"": 1, ""precio_unitario"": 227680.45, ""subtotal"": 227680.45, ""iva"": 21, ""iva_monto"": 47812.9}, {""descripcion"": ""Smartwatch Apple Watch Series 9"", ""cantidad"": 1, ""precio_unitario"": 121508.15, ""subtotal"": 121508.15, ""iva"": 21, ""iva_monto"": 25516.71}]",431522.08,90619.64,0,0,90619.64,522141.72,Transferencia Bancaria,CBU: 0110001122000001234567,Itaú,Pagado,2026-08-23 01:31:22
14a3156c-d5d9-4813-8d2d-94ffcd914927,0002-00001048,2024-08-15,Empresa La Aurora S.A.,23-45520201-1,Monotributista,Monotributista,"[{""descripcion"": ""Monitor Curvo 27\"""", ""cantidad"": 1, ""precio_unitario"": 65521.31, ""subtotal"": 65521.31, ""iva"": 21, ""iva_monto"": 13759.47}]",65521.31,13759.47,0,0,13759.47,79280.78,Tarjeta de Crédito Visa,Visa ending in 1234,Banco Galicia,Pagado,2026-08-23 01:31:22
ed43a0d7-0ce5-4de4-bfc2-02bd24b2734c,0001-00001049,2024-08-16,Tienda La Aurora S.R.L.,23-45507920-9,Monotributista,Monotributista,"[{""descripcion"": ""Laptop Dell Inspiron 15"", ""cantidad"": 1, ""precio_unitario"": 143481.55, ""subtotal"": 143481.55, ""iva"": 21, ""iva_monto"": 30131.13}]",143481.55,30131.13,0,0,30131.13,173612.68,Cheque,Cheque Nro. 00012345,HSBC,Pagado,2026-08-23 01:31:22
